id,workload_id,component_param_id,version,value,created,modified
179,20,32,config1,host,2023-09-21 12:45:53,2023-09-21 12:45:53
178,20,34,config1,calico,2023-09-21 12:45:53,2023-09-21 12:45:53
177,20,35,config1,docker,2023-09-21 12:45:53,2023-09-21 12:45:53
176,20,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:53,2023-09-21 12:45:53
175,20,44,config1,main,2023-09-21 12:45:53,2023-09-21 12:45:53
174,20,36,config1,127.0.0.1:5000,2023-09-21 12:45:53,2023-09-21 12:45:53
173,20,20,config1,sender@xxx.com,2023-09-21 12:45:53,2023-09-21 12:45:53
172,20,21,config1,receiver@xxx.com,2023-09-21 12:45:53,2023-09-21 12:45:53
171,19,33,config1,1.23.5,2023-09-21 12:45:53,2023-09-21 12:45:53
170,19,32,config1,host,2023-09-21 12:45:53,2023-09-21 12:45:53
169,19,34,config1,calico,2023-09-21 12:45:53,2023-09-21 12:45:53
168,19,35,config1,docker,2023-09-21 12:45:53,2023-09-21 12:45:53
167,19,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:53,2023-09-21 12:45:53
166,19,44,config1,main,2023-09-21 12:45:53,2023-09-21 12:45:53
165,19,36,config1,127.0.0.1:5000,2023-09-21 12:45:53,2023-09-21 12:45:53
164,19,20,config1,sender@xxx.com,2023-09-21 12:45:53,2023-09-21 12:45:53
163,19,21,config1,receiver@xxx.com,2023-09-21 12:45:53,2023-09-21 12:45:53
162,18,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
161,18,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
160,18,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
159,18,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
158,18,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
157,18,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
156,18,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
155,18,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
154,18,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
153,17,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
152,17,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
151,17,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
150,17,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
149,17,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
148,17,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
147,17,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
146,17,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
145,17,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
144,16,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
143,16,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
142,16,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
141,16,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
140,16,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
139,16,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
138,16,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
137,16,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
136,16,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
135,15,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
134,15,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
133,15,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
132,15,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
131,15,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
130,15,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
129,15,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
128,15,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
127,15,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
126,14,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
125,14,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
124,14,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
123,14,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
122,14,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
121,14,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
120,14,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
119,14,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
118,14,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
117,13,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
116,13,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
115,13,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
114,13,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
113,13,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
112,13,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
111,13,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
110,13,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
109,13,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
108,12,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
107,12,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
106,12,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
105,12,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
104,12,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
103,12,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
102,12,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
101,12,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
100,12,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
99,11,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
98,11,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
97,11,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
96,11,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
95,11,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
94,11,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
93,11,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
92,11,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
91,11,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
90,10,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
89,10,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
88,10,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
87,10,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
86,10,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
85,10,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
84,10,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
83,10,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
82,10,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
81,9,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
80,9,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
79,9,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
78,9,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
77,9,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
76,9,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
75,9,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
74,9,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
73,9,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
72,8,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
71,8,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
70,8,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
69,8,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
68,8,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
67,8,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
66,8,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
65,8,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
64,8,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
63,7,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
62,7,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
61,7,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
60,7,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
59,7,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
58,7,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
57,7,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
56,7,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
55,7,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
54,6,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
53,6,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
52,6,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
51,6,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
50,6,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
49,6,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
48,6,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
47,6,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
46,6,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
45,5,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
44,5,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
43,5,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
42,5,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
41,5,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
40,5,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
39,5,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
38,5,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
37,5,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
36,4,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
35,4,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
34,4,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
33,4,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
32,4,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
31,4,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
30,4,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
29,4,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
28,4,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
27,3,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
26,3,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
25,3,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
24,3,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
23,3,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
22,3,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
21,3,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
20,3,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
19,3,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
18,2,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
17,2,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
16,2,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
15,2,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
14,2,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
13,2,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
12,2,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
11,2,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
10,2,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
9,1,21,config1,receiver@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
8,1,20,config1,sender@xxx.com,2023-09-21 12:45:52,2023-09-21 12:45:52
7,1,36,config1,127.0.0.1:5000,2023-09-21 12:45:52,2023-09-21 12:45:52
6,1,44,config1,main,2023-09-21 12:45:52,2023-09-21 12:45:52
5,1,24,config1,https://github.com/intel/workload-services-framework,2023-09-21 12:45:52,2023-09-21 12:45:52
4,1,35,config1,docker,2023-09-21 12:45:52,2023-09-21 12:45:52
3,1,34,config1,calico,2023-09-21 12:45:52,2023-09-21 12:45:52
2,1,32,config1,host,2023-09-21 12:45:52,2023-09-21 12:45:52
1,1,33,config1,1.23.5,2023-09-21 12:45:52,2023-09-21 12:45:52
